ticker,drift,t,lower_bound_drift,upper_bound_drift,volatility
BIO,0.14018134298279222,1.96,0.13787501611346437,0.14248766985212008,0.2665087645258375
BK,0.03045462277123854,1.96,0.028148295901910682,0.032760949640566396,0.23544611329502352
BLK,0.10259444186141264,1.96,0.10028811499208479,0.1049007687307405,0.23777835376933842
BMY,0.002408469370688289,1.96,0.00010214250136043141,0.004714796240016146,0.2263207478410366
BR,0.15494862060098732,1.96,0.15264229373165947,0.15725494747031518,0.19697096101982425
BRK.B,0.11423330633752407,1.96,0.11192697946819621,0.11653963320685193,0.15969284775824752
BRO,0.18599183523348847,1.96,0.18368550836416062,0.18829816210281633,0.18714756498733345
BSX,0.14885429603180408,1.96,0.14654796916247623,0.15116062290113194,0.23491166770361308
BWA,-0.03201651354131417,1.96,-0.03432284041064203,-0.029710186671986313,0.31120134406621663
BXP,-0.06485586932853059,1.96,-0.06716219619785845,-0.06254954245920273,0.2652027269422611
C,0.0054446227211617385,1.96,0.003138295851833881,0.0077509495904895965,0.28456563804819845
CAG,-0.018600426819466498,1.96,-0.020906753688794355,-0.01629409995013864,0.2453360728955131
CAH,0.006217565044093473,1.96,0.003911238174765616,0.00852389191342133,0.2545117125343104
CAT,0.13585499694032968,1.96,0.13354867007100182,0.13816132380965754,0.2637997830274723
CB,0.08678538728228805,1.96,0.08447906041296019,0.0890917141516159,0.21174354470303097
CBOE,0.10714696545564249,1.96,0.10484063858631464,0.10945329232497035,0.20734828665092175
CCI,0.05685576999319815,1.96,0.05454944312387029,0.059162096862526006,0.20867622623262724
CCL,-0.14961904665665604,1.96,-0.1519253735259839,-0.14731271978732818,0.48550854571794805
CDNS,0.30313568397944063,1.96,0.30082935711011277,0.3054420108487685,0.2648084903980155
CDW,0.21108168076774594,1.96,0.2087753538984181,0.2133880076370738,0.24766230045150264
CE,0.08315164314459672,1.96,0.08084531627526886,0.08545797001392458,0.298060694413465
CF,0.07157918327413967,1.96,0.06927285640481182,0.07388551014346753,0.36058182731399563
CHD,0.10783511273310492,1.96,0.10552878586377706,0.11014143960243278,0.34382805026500185
CHRW,0.04152308766721653,1.96,0.039216760797888675,0.04382941453654439,0.23919886860167328
CHTR,0.10070898442377021,1.96,0.09840265755444236,0.10301531129309807,0.2777755632735988
CI,0.11138819779301831,1.96,0.10908187092369045,0.11369452466234617,0.2647610067153781
CINF,0.08918603118208865,1.96,0.08687970431276079,0.0914923580514165,0.23432197327787482
CL,0.02579089660188206,1.96,0.0234845697325542,0.028097223471209916,0.15604979634472316
CLX,0.044459153773281156,1.96,0.0421528269039533,0.04676548064260901,0.20411954789873446
CMA,0.017496390381687665,1.96,0.015190063512359808,0.019802717251015522,0.36413628235252865
CMCSA,0.04601505253953286,1.96,0.043708725670205,0.048321379408860714,0.21424875896463694
CME,0.10206371938042635,1.96,0.0997573925110985,0.10437004624975421,0.19963342756322403
CMG,0.17844646527371108,1.96,0.17614013840438322,0.18075279214303894,0.30445987022126847
CMI,0.08265865689411293,1.96,0.08035233002478508,0.08496498376344079,0.24306894611233326
CMS,0.07306010332995849,1.96,0.07075377646063064,0.07536643019928635,0.17764940450426678
CNC,0.12531702574860512,1.96,0.12301069887927726,0.12762335261793298,0.3084492470505057
CNP,0.026030274443331728,1.96,0.02372394757400387,0.028336601312659585,0.21873644259385155
COF,0.05936522446166794,1.96,0.057058897592340084,0.0616715513309958,0.3224523694459476
COO,0.10622904795328393,1.96,0.10392272108395607,0.10853537482261179,0.2270100423606782
COP,0.06639340421482666,1.96,0.0640870773454988,0.06869973108415452,0.33188635798966176
COST,0.18732327953184544,1.96,0.18501695266251758,0.1896296064011733,0.18253016330760058
CPB,-0.006741510234833273,1.96,-0.00904783710416113,-0.004435183365505415,0.21262833119835592
CPRT,0.2703334356470859,1.96,0.26802710877775804,0.27263976251641375,0.23588101766025868
CRL,0.1553330734205013,1.96,0.15302674655117343,0.15763940028982915,0.3023214373870281
CRM,0.1564114232688963,1.96,0.15410509639956843,0.15871775013822415,0.30022518822141203
CSCO,0.07787060821513135,1.96,0.0755642813458035,0.08017693508445921,0.2100500021669697
CSX,0.14273254966641158,1.96,0.14042622279708372,0.14503887653573944,0.24165960571569092
CTAS,0.23564901462979276,1.96,0.2333426877604649,0.23795534149912062,0.22417555962991165
CTSH,0.021780395881104708,1.96,0.01947406901177685,0.024086722750432565,0.330334561294185
CVS,-0.019627238480754677,1.96,-0.021933565350082534,-0.01732091161142682,0.24312342966480793
CVX,0.037748608080161075,1.96,0.03544228121083322,0.04005493494948893,0.24896702100744872
CZR,0.20090728430403665,1.96,0.1986009574347088,0.2032136111733645,0.6317557410763205
D,-0.02336209835259872,1.96,-0.025668425221926576,-0.02105577148327086,0.1910473186149344
DAL,-0.007833918422282364,1.96,-0.010140245291610221,-0.005527591552954507,0.36544212980716984
DE,0.18494860188485035,1.96,0.1826422750155225,0.1872549287541782,0.25489093903609766
DFS,0.0822042406723143,1.96,0.07989791380298644,0.08451056754164216,0.33787599692824444
DG,0.1123075068016872,1.96,0.11000117993235935,0.11461383367101506,0.2700644259962883
DGX,0.08637723200000952,1.96,0.08407090513068166,0.08868355886933738,0.21094776751030833
DHI,0.18434058975567652,1.96,0.18203426288634866,0.18664691662500438,0.30719187756201616
DHR,0.17412288142482216,1.96,0.1718165545554943,0.17642920829415001,0.20456401542131977
DIS,0.017137979335270993,1.96,0.014831652465943135,0.01944430620459885,0.24172566679000201
DLR,0.07824315237352054,1.96,0.07593682550419269,0.0805494792428484,0.2361254457133396
DLTR,0.06791947186077747,1.96,0.06561314499144962,0.07022579873010533,0.3040056695903897
DOV,0.09381163452570086,1.96,0.091505307656373,0.09611796139502872,0.24854520324099097
DPZ,0.17066490313330493,1.96,0.16835857626397707,0.1729712300026328,0.2571535650501569
DRI,0.11137384961248628,1.96,0.10906752274315842,0.11368017648181414,0.3149235269951717
DTE,0.041677162799730494,1.96,0.03937083593040264,0.04398348966905835,0.19692665728322986
DUK,0.03584178929143986,1.96,0.033535462422112,0.038148116160767714,0.1721317804116679
DVA,0.05797114133863471,1.96,0.05566481446930685,0.060277468207962565,0.2851528641742935
DVN,-0.02019295264935152,1.96,-0.022499279518679378,-0.017886625780023663,0.4557377710362473
EA,0.11136937476621651,1.96,0.10906304789688866,0.11367570163554437,0.2530836841025062
EBAY,0.08898436507427869,1.96,0.08667803820495083,0.09129069194360655,0.2625030137324054
ECL,0.07261010386745607,1.96,0.07030377699812822,0.07491643073678393,0.20892886713852923
ED,0.041591203516074336,1.96,0.03928487664674648,0.04389753038540219,0.17844529642142196
EFX,0.11233201011594204,1.96,0.11002568324661419,0.1146383369852699,0.2556511290457925
EIX,0.010392157988128837,1.96,0.00808583111880098,0.012698484857456694,0.2245821551386081
EL,0.09878102809691015,1.96,0.0964747012275823,0.10108735496623801,0.28333763118263233
EMN,0.02328794357126131,1.96,0.020981616701933454,0.025594270440589168,0.26953993505535045
EMR,0.0644198406382099,1.96,0.06211351376888204,0.06672616750753775,0.24022301655972958
ENPH,0.462443182355154,1.96,0.46013685548582617,0.4647495092244819,0.7195746771444539
EOG,0.013584582235556907,1.96,0.01127825536622905,0.015890909104884766,0.41265175135813853
EQIX,0.13660454837504404,1.96,0.1342982215057162,0.1389108752443719,0.22611248694650085
EQR,0.0016944495790854612,1.96,-0.0006118772902423963,0.004000776448413319,0.21354266703199012
ESS,0.0279481944671378,1.96,0.025641867597809943,0.030254521336465657,0.21349630787201093
ETN,0.14630082492532553,1.96,0.14399449805599768,0.1486071517946534,0.2509433490584892
ETR,0.05176390582640806,1.96,0.0494575789570802,0.054070232695735916,0.20135601110180076
EW,0.17135865893843003,1.96,0.16905233206910217,0.17366498580775788,0.2942497583176923
EXC,0.025009699107647394,1.96,0.022703372238319537,0.02731602597697525,0.2243259666746812
EXPD,0.11462813880812135,1.96,0.1123218119387935,0.11693446567744921,0.20718429704585506
EXPE,0.031188410673420642,1.96,0.028882083804092785,0.0334947375427485,0.37600820751634967
EXR,0.1099554103927058,1.96,0.10764908352337794,0.11226173726203366,0.22607452469749925
F,-0.01843599791478546,1.96,-0.020742324784113315,-0.0161296710454576,0.3212726519570094
FANG,0.06838932268308458,1.96,0.06608299581375672,0.07069564955241243,0.4645276043848002
FAST,0.12898321784665126,1.96,0.1266768909773234,0.13128954471597912,0.22851738660439128
FCX,0.10043496177136439,1.96,0.09812863490203654,0.10274128864069225,0.4810835588044661
FDX,0.048797774750853444,1.96,0.04649144788152559,0.0511041016201813,0.2729442405518352
FE,0.02051110630248197,1.96,0.018204779433154114,0.02281743317180983,0.22430826636779383
FFIV,0.05168180249569996,1.96,0.0493754756263721,0.053988129365027816,0.25913995254550193
FIS,0.027014501808634166,1.96,0.02470817493930631,0.029320828677962023,0.2502015820559539
FITB,0.06389498626506956,1.96,0.06158865939574171,0.06620131313439742,0.3122732150886632
FMC,0.0491118955626812,1.96,0.046805568693353346,0.05141822243200906,0.2989083898283817
FOX,0.003690844045830044,1.96,0.0013845171765021866,0.005997170915157902,0.26061994833787
FOXA,0.011068707766079303,1.96,0.008762380896751446,0.01337503463540716,0.26660315299130977
FRT,-0.03278105061482877,1.96,-0.03508737748415663,-0.030474723745500913,0.24515387036861522
FTNT,0.2976862982929139,1.96,0.295379971423586,0.29999262516224173,0.3474629518973655
GD,0.0668851337741458,1.96,0.06457880690481795,0.06919146064347366,0.19781937376553743
GE,-0.05673882070355174,1.96,-0.0590451475728796,-0.05443249383422388,0.309508490803877
GILD,-0.02467165789439487,1.96,-0.026977984763722727,-0.022365331025067013,0.23648609520861652
GIS,0.0299745276993086,1.96,0.027668200829980744,0.03228085456863646,0.1846851267883402
GLD,0.06292122917877868,1.96,0.060614902309450824,0.06522755604810654,0.1292197323700354
GLW,0.06510351459953428,1.96,0.06279718773020643,0.06740984146886214,0.25452032852937245
GM,0.024455836689585175,1.96,0.022149509820257318,0.026762163558913032,0.3213135740615187
GNRC,0.18665164923212904,1.96,0.18434532236280118,0.1889579761014569,0.38529798124216574
GOOG,0.17376324660029974,1.96,0.17145691973097188,0.1760695734696276,0.31374960016865244
GPC,0.05638708487117484,1.96,0.05408075800184698,0.058693411740502695,0.23478878172791107
GPN,0.10958064580407345,1.96,0.1072743189347456,0.11188697267340131,0.28396604963573296
GRMN,0.12752977291792092,1.96,0.12522344604859306,0.12983609978724878,0.24892035028639564
GS,0.09105696245327896,1.96,0.0887506355839511,0.09336328932260682,0.24552839522966804
GWW,0.14162026081976853,1.96,0.13931393395044067,0.14392658768909639,0.24253854956170706
HAL,-0.06042720917660942,1.96,-0.06273353604593727,-0.05812088230728156,0.4116489150555636
HAS,-0.003882894530478573,1.96,-0.006189221399806431,-0.0015765676611507154,0.28604516095040206
HBAN,0.027660404416716012,1.96,0.025354077547388155,0.02996673128604387,0.297660742858682
HBI,-0.1642576258437454,1.96,-0.16656395271307325,-0.16195129897441754,0.7089130179317088
HCA,0.17127599720627576,1.96,0.1689696703369479,0.17358232407560362,0.30241612736920975
HD,0.1420952703012181,1.96,0.13978894343189024,0.14440159717054596,0.2078176986363754
HES,0.08028481130632695,1.96,0.07797848443699909,0.0825911381756548,0.39513439879426565
HIG,0.08161639459676798,1.96,0.07931006772744012,0.08392272146609583,0.25451266255252747
HII,0.06860051075996806,1.96,0.06629418389064021,0.07090683762929592,0.25821132891349646
HLT,0.10669808206638262,1.96,0.10439175519705476,0.10900440893571048,0.291536204712578
HOLX,0.11259953607205127,1.96,0.11029320920272341,0.11490586294137912,0.23952224397758437
HON,0.08400814094009616,1.96,0.0817018140707683,0.08631446780942402,0.20080828336156714
HPQ,0.03329245491347001,1.96,0.03098612804414215,0.035598781782797864,0.3632265016337581
HRL,0.03543298902093155,1.96,0.033126662151603696,0.03773931589025941,0.19845921593427648
HSIC,0.03861160316421097,1.96,0.036305276294883115,0.04091793003353883,0.23605239732399153
HST,-0.015406389157709517,1.96,-0.017712716027037376,-0.01310006228838166,0.2971588001331851
HSY,0.09521527926140452,1.96,0.09290895239207667,0.09752160613073238,0.18805537122956636
HUM,0.12273425435203003,1.96,0.12042792748270217,0.1250405812213579,0.28500604346565
IBM,-0.00381031458318428,1.96,-0.006116641452512138,-0.0015039877138564224,0.2070014861433145
ICE,0.12273069842312827,1.96,0.12042437155380041,0.12503702529245614,0.18967250431292162
IDXX,0.23081634602809872,1.96,0.22851001915877087,0.23312267289742658,0.2735627989096265
IEX,0.12390615148037107,1.96,0.12159982461104321,0.12621247834969893,0.19628631324807594
IFF,-0.016856858209313392,1.96,-0.01916318507864125,-0.014550531339985535,0.2591612894136252
ILMN,0.01477773021993447,1.96,0.012471403350606612,0.017084057089262326,0.3669409363228967
INCY,-0.020091417047118365,1.96,-0.022397743916446222,-0.017785090177790508,0.34849797703151797
INTC,0.011808131500890391,1.96,0.009501804631562534,0.014114458370218248,0.29422897398011133
INTU,0.21715791955513833,1.96,0.21485159268581047,0.2194642464244662,0.26226172443377627
IP,-0.019901307727488278,1.96,-0.022207634596816135,-0.01759498085816042,0.2563573894655498
IPG,0.05435516594193855,1.96,0.052048839072610695,0.05666149281126641,0.2712579065294214
IPGP,0.02298841213472071,1.96,0.020682085265392853,0.025294739004048567,0.35868507990275933
IR,-0.004238505513469577,1.96,-0.006544832382797435,-0.0019321786441417192,0.48083208865181615
IRM,0.08056591945811302,1.96,0.07825959258878516,0.08287224632744088,0.2550093186887679
ISRG,0.2156784636380835,1.96,0.21337213676875563,0.21798479050741135,0.2727890079442772
IT,0.18098020451816857,1.96,0.1786738776488407,0.18328653138749643,0.2530673914816486
ITW,0.1117181883007465,1.96,0.10941186143141864,0.11402451517007435,0.1969260917001351
IVZ,-0.09308017453903489,1.96,-0.09538650140836274,-0.09077384766970703,0.3246826917268349
JBHT,0.0996719805680777,1.96,0.09736565369874985,0.10197830743740556,0.2343414543106731
JCI,0.044793019874396295,1.96,0.04248669300506844,0.04709934674372415,0.24477983353846317
JKHY,0.11141726648357916,1.96,0.1091109396142513,0.11372359335290702,0.1941615517554034
JNJ,0.05375615545070021,1.96,0.051449828581372356,0.05606248232002807,0.15371384291788917
JNPR,0.028869720821886855,1.96,0.026563393952558998,0.031176047691214712,0.2534194083700427
JPM,0.1142912878822122,1.96,0.11198496101288434,0.11659761475154005,0.23422556675627387
K,-0.00480288189420412,1.96,-0.007109208763531978,-0.002496555024876262,0.19299367192750694
KEY,0.013048892941867816,1.96,0.010742566072539959,0.015355219811195673,0.34090555524958693
KIM,-0.020805829840756525,1.96,-0.023112156710084382,-0.018499502971428668,0.29234839061224155
KLAC,0.24986332474509632,1.96,0.24755699787576846,0.2521696516144242,0.32668228967834334
KMB,0.018512937365447416,1.96,0.01620661049611956,0.020819264234775273,0.1703919401136314
KMI,-0.05508824928589619,1.96,-0.057394576155224045,-0.05278192241656833,0.2718732834024274
KMX,0.05290515513599368,1.96,0.05059882826666582,0.055211482005321534,0.3445851234097096
KO,0.04796533166049748,1.96,0.045659004791169626,0.05027165852982534,0.15573650745183146
KR,0.06207910860073183,1.96,0.059772781731403976,0.06438543547005969,0.25382024401507786
L,0.053338338489406424,1.96,0.05103201162007857,0.05564466535873428,0.21416994554693888
LDOS,0.12047810926111588,1.96,0.11817178239178802,0.12278443613044374,0.265523896561898
LEG,-0.06504302819735142,1.96,-0.06734935506667927,-0.06273670132802356,0.30593335639078173
LEN,0.12639707195490213,1.96,0.12409074508557427,0.12870339882423,0.31333232322662447
LH,0.08714074866015623,1.96,0.08483442179082837,0.08944707552948408,0.2320615801764991
LKQ,0.06166219131791721,1.96,0.059355864448589354,0.06396851818724507,0.298579919124498
LLY,0.24139382715963423,1.96,0.23908750029030637,0.24370015402896208,0.24322833158681412
LMT,0.10027465535360114,1.96,0.09796832848427328,0.102580982222929,0.1918254142832224
LNC,-0.055129288551517906,1.96,-0.05743561542084576,-0.05282296168219005,0.4065660343157115
LNT,0.06854908071431176,1.96,0.0662427538449839,0.07085540758363962,0.18210150074459405
LOW,0.1572096068867759,1.96,0.15490328001744805,0.15951593375610376,0.2488255694788995
LRCX,0.2691433740888649,1.96,0.26683704721953705,0.27144970095819276,0.34575909920153247
LUV,-0.013826432092529648,1.96,-0.016132758961857507,-0.011520105223201791,0.3174931833869544
LVS,-0.03051158671069984,1.96,-0.0328179135800277,-0.028205259841371982,0.3483684564900993
LYB,0.0022351395201864036,1.96,-7.118734914145393e-5,0.004541466389514261,0.30695428824599597
LYV,0.16331550075921056,1.96,0.1610091738898827,0.16562182762853842,0.34204967793823066
MA,0.1874642498827952,1.96,0.18515792301346734,0.18977057675212305,1.0077792026946695
MAA,0.0827888279321281,1.96,0.08048250106280025,0.08509515480145596,0.20192556716964244
MAR,0.12167142357510086,1.96,0.119365096705773,0.12397775044442871,0.3043712254870014
MAS,0.10646817206989308,1.96,0.10416184520056522,0.10877449893922093,0.2549628061254667
MCD,0.11662017424254968,1.96,0.11431384737322182,0.11892650111187754,0.1722745713886088
MCHP,0.14128713826080203,1.96,0.13898081139147417,0.14359346513012988,0.31203619913029695
MCK,0.09616043313979677,1.96,0.09385410627046892,0.09846676000912463,0.2591040024159464
MCO,0.16809823931135232,1.96,0.16579191244202446,0.17040456618068017,0.2303417462391915
MDLZ,0.06874819234850656,1.96,0.0664418654791787,0.07105451921783441,0.17853673193046307
MDT,0.029537912308617485,1.96,0.027231585439289628,0.03184423917794534,0.20094612412130677
MET,0.03500894009482643,1.96,0.03270261322549857,0.037315266964154284,0.2735615267278509
MGM,0.06188811630234232,1.96,0.05958178943301446,0.06419444317167018,0.4055225608246537
MHK,-0.0508825743909048,1.96,-0.05318890126023266,-0.048576247521576944,0.35157140631934775
MKC,0.08984229839541558,1.96,0.08753597152608772,0.09214862526474343,0.19538856535664484
MKTX,0.14569830134621548,1.96,0.14339197447688762,0.14800462821554333,0.2836421188785465
MLM,0.13575577667476427,1.96,0.1334494498054364,0.13806210354409212,0.27928913310860676
MMC,0.14638969522070042,1.96,0.14408336835137256,0.14869602209002827,0.16681243066447396
MMM,-0.0291650691911716,1.96,-0.03147139606049946,-0.026858742321843744,0.21230589469777073
MNST,0.12564435861553183,1.96,0.12333803174620397,0.1279506854848597,0.24967446007234792
MO,-0.020035814369276685,1.96,-0.022342141238604542,-0.017729487499948828,0.20293668400558246
MOS,-0.006164479132589217,1.96,-0.008470806001917075,-0.0038581522632613594,0.3872602239965169
MPC,0.11433645028496976,1.96,0.1120301234156419,0.11664277715429762,0.35129061429284203
MPWR,0.2928107510741139,1.96,0.29050442420478606,0.2951170779434418,0.3617299385897317
MRK,0.07463204440803019,1.96,0.07232571753870233,0.07693837127735804,0.18908064866151153
MS,0.1250488589855933,1.96,0.12274253211626543,0.12735518585492114,0.2737001469317735
MSCI,0.27607016020848274,1.96,0.2737638333391549,0.2783764870778106,0.256123041139449
MSFT,0.2471358046522564,1.96,0.24482947778292855,0.24944213152158426,0.21543306801364642
MSI,0.18765038532197112,1.96,0.18534405845264326,0.18995671219129898,0.2131442478179527
MTB,0.020009858223325936,1.96,0.01770353135399808,0.022316185092653793,0.27719285171441244
MTD,0.17965439505426978,1.96,0.17734806818494192,0.18196072192359763,0.23967376509430008
MU,0.15913226678755288,1.96,0.15682593991822502,0.16143859365688074,0.406491078425984
NCLH,-0.11929748412450913,1.96,-0.12160381099383699,-0.11699115725518128,0.5264149665666559
NDAQ,0.1593746183009004,1.96,0.15706829143157255,0.16168094517022827,0.20281556145443128
NEE,0.1316418922745562,1.96,0.12933556540522834,0.13394821914388405,0.2067570515210919
NEM,0.08173376572754493,1.96,0.07942743885821707,0.08404009259687278,0.3204362608688634
NFLX,0.21761326318278326,1.96,0.2153069363134554,0.21991959005211112,0.36211678393357705
NI,-0.00668247942482345,1.96,-0.008988806294151308,-0.004376152555495592,0.35335391190522797
NKE,0.1019646450782109,1.96,0.09965831820888305,0.10427097194753876,0.2572056750514665
NOC,0.12444300684341841,1.96,0.12213667997409056,0.12674933371274627,0.2059020904785857
NOW,0.27958419507760396,1.96,0.2772778682082761,0.2818905219469318,0.3537442338500655
NRG,0.10701442851311381,1.96,0.10470810164378595,0.10932075538244167,0.3378409944792179
NSC,0.11534849594538074,1.96,0.11304216907605288,0.1176548228147086,0.24448161713483751
NTAP,0.10969043072887248,1.96,0.10738410385954462,0.11199675759820034,0.29556860847223265
NTRS,0.03035166540289828,1.96,0.028045338533570423,0.03265799227222614,0.25691568120955405
NUE,0.12858679933530182,1.96,0.12628047246597396,0.13089312620462967,0.30732759926812175
NVDA,0.5032547203526204,1.96,0.5009483934832926,0.5055610472219483,0.3885525482321086
NVR,0.1825671112233236,1.96,0.18026078435399576,0.18487343809265147,0.26179552073430784
NWL,-0.15383848738394515,1.96,-0.156144814253273,-0.1515321605146173,0.3770882935510725
NWS,0.053441824358185744,1.96,0.05113549748885789,0.0557481512275136,0.2641206505902283
NWSA,0.05086250567358384,1.96,0.04855617880425598,0.053168832542911694,0.263671969126668
NXPI,0.12031474736725879,1.96,0.11800842049793094,0.12262107423658665,0.34523253517960245
O,0.024746361471280624,1.96,0.022440034601952766,0.02705268834060848,0.2237412420348805
ODFL,0.25750382632796354,1.96,0.2551974994586357,0.2598101531972914,0.2688014907660521
OKE,0.04149600409185934,1.96,0.039189677222531485,0.0438023309611872,0.3922658032636061
OMC,0.011205455748486092,1.96,0.008899128879158235,0.01351178261781395,0.23581632203854513
ORCL,0.11995374774632897,1.96,0.11764742087700111,0.12226007461565683,0.22347305956890107
ORLY,0.18473991743791063,1.96,0.18243359056858277,0.18704624430723849,0.22582257856324603
OXY,-0.06451781637033359,1.96,-0.06682414323966145,-0.06221148950100573,0.41835833351258944
PAYX,0.11438831080167262,1.96,0.11208198393234477,0.11669463767100048,0.19990711573087752
PCAR,0.08673189275138465,1.96,0.0844255658820568,0.08903821962071251,0.2275778490409264
PEG,0.062362214882797154,1.96,0.0600558880134693,0.06466854175212501,0.19036369792548027
PENN,0.08801386266047415,1.96,0.08570753579114629,0.090320189529802,0.5419996274081255
PEP,0.0722929700621258,1.96,0.06998664319279795,0.07459929693145366,0.14717708057935014
PFE,0.013603947743937323,1.96,0.011297620874609466,0.01591027461326518,0.20264167390138885
PFG,0.04897446985175069,1.96,0.04666814298242283,0.05128079672107855,0.28555892282890133
PG,0.08194557222678903,1.96,0.07963924535746117,0.08425189909611688,0.15457777983780993
PGR,0.2075277683396212,1.96,0.20522144147029334,0.20983409520894905,0.19940160503093654
PH,0.14970820187447995,1.96,0.1474018750051521,0.1520145287438078,0.27087901833986683
PHM,0.16680885666196102,1.96,0.16450252979263316,0.16911518353128888,0.3144993038162497
PKG,0.09756133567774197,1.96,0.09525500880841412,0.09986766254706983,0.24542907105068693
PLD,0.13262927048013823,1.96,0.13032294361081037,0.13493559734946609,0.22019969515530582
PM,0.012633036569769322,1.96,0.010326709700441465,0.01493936343909718,0.20206014656805865
PNC,0.06667440920516304,1.96,0.06436808233583519,0.0689807360744909,0.250109507277337
PNR,0.004266031896757282,1.96,0.0019597050274294246,0.00657235876608514,0.28690583307986933
